Date,Close,Open,High,Low,Vol.,Change %
25-Mar-21,4.1374,4.4985,4.5264,4.1032,3.10M,-8.03%
24-Mar-21,4.4985,4.8417,5.0735,4.4816,2.55M,-7.09%
23-Mar-21,4.8417,4.7431,5.0803,4.5831,2.79M,2.08%
22-Mar-21,4.7431,4.978,5.2544,4.6834,3.45M,-4.72%
21-Mar-21,4.978,5.0427,5.1058,4.8542,2.33M,-1.31%
20-Mar-21,5.0439,5.079,5.3826,5.0366,2.25M,-0.69%
19-Mar-21,5.0791,5.0272,5.2443,4.9276,1.58M,1.03%
18-Mar-21,5.0272,5.1826,5.2841,4.9763,2.20M,-2.98%
17-Mar-21,5.1817,4.9579,5.2095,4.8051,1.95M,4.51%
16-Mar-21,4.9579,4.9255,5.0237,4.6914,1.94M,0.66%
15-Mar-21,4.9255,5.0566,5.2131,4.7079,2.73M,-2.65%
14-Mar-21,5.0593,5.3546,5.4067,4.984,2.06M,-5.51%
13-Mar-21,5.3546,5.056,5.4315,4.9584,2.05M,5.84%
12-Mar-21,5.0591,5.5103,5.5201,4.8854,4.42M,-8.19%
11-Mar-21,5.5103,5.6562,5.7102,5.2559,3.57M,-2.58%
10-Mar-21,5.6562,5.9103,5.9711,5.5125,2.65M,-4.32%
9-Mar-21,5.9113,5.7524,6.2795,5.6176,5.60M,2.78%
8-Mar-21,5.7512,5.1908,5.786,5.0253,3.81M,10.82%
7-Mar-21,5.1899,5.1163,5.3062,5.1005,1.72M,1.48%
6-Mar-21,5.1144,5.1537,5.2296,5.0089,1.61M,-0.76%
5-Mar-21,5.1537,5.1292,5.3922,4.7977,2.55M,0.48%
4-Mar-21,5.1292,5.4058,5.6762,4.922,3.34M,-5.12%
3-Mar-21,5.4058,5.0758,5.7065,5.0074,2.73M,6.50%
2-Mar-21,5.0758,5.3142,5.3735,4.9377,2.23M,-4.48%
1-Mar-21,5.3142,4.9452,5.3716,4.9434,2.85M,7.50%
28-Feb-21,4.9432,5.1432,5.1814,4.6571,3.38M,-3.89%
27-Feb-21,5.1432,5.1537,5.4581,4.9769,2.97M,-0.20%
26-Feb-21,5.1537,5.1549,5.4788,4.747,5.97M,-0.05%
25-Feb-21,5.1561,5.7988,6.0923,5.1135,2.88M,-11.08%
24-Feb-21,5.7988,5.1741,6.1806,4.9004,5.65M,12.06%
23-Feb-21,5.1745,6.3289,6.3811,4.2131,11.34M,-18.24%
22-Feb-21,6.329,6.819,6.8254,5.0971,8.07M,-7.19%
21-Feb-21,6.819,6.8769,7.1645,6.6639,2.90M,-0.82%
20-Feb-21,6.8752,7.2301,7.5618,6.6327,4.50M,-4.94%
19-Feb-21,7.2322,7.4526,7.6079,6.8221,5.08M,-2.70%
18-Feb-21,7.433,6.4188,7.6272,6.4172,7.39M,15.68%
17-Feb-21,6.4253,6.4001,6.5696,6.0022,4.86M,0.20%
16-Feb-21,6.4126,6.3661,6.9513,6.1325,5.94M,0.71%
15-Feb-21,6.3672,5.853,7.0329,4.9708,12.56M,8.79%
14-Feb-21,5.8528,6.4907,6.5324,5.5862,5.37M,-9.83%
13-Feb-21,6.4907,6.7752,6.9035,6.0489,7.65M,-4.20%
12-Feb-21,6.7752,5.9719,7.847,5.9716,27.08M,13.44%
11-Feb-21,5.9723,4.5163,6.5074,4.296,18.90M,32.15%
10-Feb-21,4.5193,4.6247,4.8279,4.0543,8.12M,-2.42%
9-Feb-21,4.6315,3.8276,4.913,3.7341,12.94M,21.02%
8-Feb-21,3.8271,3.5825,3.8271,3.575,4.57M,6.77%
7-Feb-21,3.5845,3.6505,3.9018,3.398,4.44M,-1.81%
6-Feb-21,3.6505,3.7758,3.801,3.5167,3.96M,-3.27%
5-Feb-21,3.7739,3.4526,4.167,3.4423,8.89M,9.29%
4-Feb-21,3.4533,3.6131,3.6748,3.4118,4.02M,-4.42%
3-Feb-21,3.6131,3.54,3.7449,3.5226,3.22M,2.07%
2-Feb-21,3.5397,3.5363,3.6847,3.4507,3.80M,0.00%
1-Feb-21,3.5397,3.4276,3.7013,3.2527,5.42M,3.27%
31-Jan-21,3.4276,3.6037,3.7388,3.2925,5.08M,-4.89%
30-Jan-21,3.6037,3.8712,4.2012,3.5241,7.17M,-6.91%
29-Jan-21,3.8712,3.8979,4.4437,3.603,16.66M,-0.66%
28-Jan-21,3.8971,2.8954,4.5561,2.8512,26.32M,34.61%
27-Jan-21,2.8951,3.2106,3.2188,2.8063,4.32M,-9.82%
26-Jan-21,3.2105,3.1751,3.2899,3.0528,2.84M,0.99%
25-Jan-21,3.1789,3.3713,3.548,3.1446,4.84M,-5.71%
24-Jan-21,3.3713,3.1405,3.5383,3.1188,6.07M,7.40%
23-Jan-21,3.139,3.1784,3.3491,3.104,3.37M,-1.24%
22-Jan-21,3.1784,2.9196,3.4928,2.6367,5.68M,8.85%
21-Jan-21,2.92,3.3999,3.4175,2.8019,6.52M,-14.12%
20-Jan-21,3.3999,3.4979,3.5702,3.1177,5.27M,-2.81%
19-Jan-21,3.4983,3.591,3.7469,3.4368,6.08M,-2.61%
18-Jan-21,3.5922,3.4168,3.8837,3.3757,7.98M,5.11%
17-Jan-21,3.4177,3.3522,3.6105,3.2273,5.93M,1.95%
16-Jan-21,3.3522,3.1721,3.9436,3.0691,12.02M,5.68%
15-Jan-21,3.172,3.3356,3.52,2.7976,7.64M,-4.90%
14-Jan-21,3.3356,3.5535,3.6091,3.2412,6.76M,-6.13%
13-Jan-21,3.5535,3.4779,3.615,3.1263,9.96M,2.22%
12-Jan-21,3.4765,2.8312,3.9877,2.7137,25.02M,22.79%
11-Jan-21,2.8312,3.2062,3.2379,2.218,19.81M,-11.74%
10-Jan-21,3.2078,3.537,3.9139,2.87,12.93M,-9.31%
9-Jan-21,3.5371,4.0402,4.0731,3.4204,11.57M,-12.45%
8-Jan-21,4.0402,4.366,4.7403,3.0695,28.62M,-7.46%
7-Jan-21,4.366,2.5341,5.1987,2.4657,68.96M,72.29%
6-Jan-21,2.5341,1.5354,2.7743,1.5195,18.20M,65.05%
5-Jan-21,1.5354,1.4893,1.659,1.3853,6.21M,2.98%
4-Jan-21,1.491,1.6968,1.738,1.2878,15.82M,-12.13%
3-Jan-21,1.6967,1.0413,1.8566,1.0338,27.56M,62.95%
2-Jan-21,1.0413,1.0277,1.0798,1.0064,1.86M,1.32%
1-Jan-21,1.0277,1.0158,1.059,1.0066,1.78M,1.18%
31-Dec-20,1.0158,1.0631,1.0825,1.0036,1.68M,-4.45%
30-Dec-20,1.0631,1.0655,1.0746,1.0409,1.58M,-0.23%
29-Dec-20,1.0655,1.0733,1.1106,1.0385,1.98M,-0.73%
28-Dec-20,1.0733,1.1158,1.1301,1.0539,2.57M,-3.81%
27-Dec-20,1.1158,1.0272,1.154,1.0097,3.18M,8.63%
26-Dec-20,1.0272,1.0596,1.097,1.0101,1.52M,-3.19%
25-Dec-20,1.061,1.0604,1.0829,1.0292,1.77M,0.03%
24-Dec-20,1.0607,0.9743,1.0778,0.9434,1.29M,9.00%
23-Dec-20,0.9731,1.0722,1.1586,0.9258,2.82M,-9.24%
22-Dec-20,1.0722,1.0464,1.0908,0.9919,780.77K,2.47%
21-Dec-20,1.0464,1.0789,1.1107,1.0102,7.82M,-3.03%
20-Dec-20,1.0791,1.1282,1.1321,1.0608,1.05M,-4.35%
19-Dec-20,1.1282,1.1467,1.1762,1.1251,1.19M,-1.62%
18-Dec-20,1.1468,1.1494,1.1614,1.1075,1.25M,-0.23%
17-Dec-20,1.1494,1.1635,1.2096,1.1254,2.45M,-1.21%
16-Dec-20,1.1635,1.072,1.2007,1.0541,3.10M,8.78%
15-Dec-20,1.0696,1.0655,1.1024,1.0342,1.09M,0.38%
14-Dec-20,1.0655,1.0835,1.1119,1.0548,1.25M,-1.67%
13-Dec-20,1.0836,1.0037,1.1247,0.9928,1.40M,7.70%
12-Dec-20,1.0062,0.9283,1.0213,0.9283,1.19M,8.38%
11-Dec-20,0.9283,0.9945,0.9945,0.9216,882.46K,-6.65%
10-Dec-20,0.9945,1.0509,1.051,0.9733,821.18K,-5.37%
9-Dec-20,1.0509,0.9738,1.0675,0.9198,1.32M,7.92%
8-Dec-20,0.9738,1.0548,1.0842,0.9604,1.56M,-7.68%
7-Dec-20,1.0548,1.0871,1.0893,1.043,808.14K,-2.95%
6-Dec-20,1.087,1.1119,1.1277,1.07,1.00M,-2.24%
5-Dec-20,1.1119,1.0482,1.1351,1.0308,902.58K,6.07%
4-Dec-20,1.0482,1.1696,1.2135,1.0403,1.71M,-10.37%
3-Dec-20,1.1696,1.1623,1.1915,1.1434,1.18M,0.63%
2-Dec-20,1.1623,1.1635,1.1861,1.1161,1.54M,-0.16%
1-Dec-20,1.1641,1.2097,1.2955,1.1449,2.52M,-3.77%
30-Nov-20,1.2097,1.1708,1.2336,1.1584,2.99M,3.32%
29-Nov-20,1.1708,1.1771,1.2414,1.1476,1.73M,-0.53%
28-Nov-20,1.1771,1.1153,1.2511,1.098,3.46M,5.54%
27-Nov-20,1.1153,1.0238,1.196,1.0073,3.89M,8.93%
26-Nov-20,1.0238,1.1852,1.2138,0.9199,7.29M,-13.59%
25-Nov-20,1.1849,1.4069,1.4346,1.1135,6.55M,-15.74%
24-Nov-20,1.4062,1.1698,1.4632,1.0614,9.04M,19.81%
23-Nov-20,1.1737,0.8535,1.1749,0.8284,6.25M,37.50%
22-Nov-20,0.8536,0.8641,0.9713,0.8144,3.76M,-1.21%
21-Nov-20,0.8641,0.7557,0.8794,0.7535,2.71M,14.34%
20-Nov-20,0.7557,0.7318,0.7575,0.7252,984.22K,3.27%
19-Nov-20,0.7318,0.7319,0.7445,0.7108,861.42K,-0.02%
18-Nov-20,0.7319,0.7492,0.7532,0.7182,1.22M,-2.30%
17-Nov-20,0.7492,0.7341,0.7574,0.7327,1.07M,1.87%
16-Nov-20,0.7355,0.7255,0.7412,0.7172,950.15K,1.37%
15-Nov-20,0.7255,0.7532,0.7644,0.7142,784.40K,-3.68%
14-Nov-20,0.7533,0.7762,0.7862,0.7422,564.92K,-2.95%
13-Nov-20,0.7762,0.7531,0.7968,0.7429,1.13M,3.07%
12-Nov-20,0.7531,0.7827,0.8023,0.7463,1.24M,-3.79%
11-Nov-20,0.7827,0.7428,0.8171,0.7354,1.51M,5.38%
10-Nov-20,0.7428,0.7379,0.7724,0.7368,879.52K,0.66%
9-Nov-20,0.7379,0.7724,0.7755,0.7144,761.74K,-4.46%
8-Nov-20,0.7724,0.7324,0.7823,0.7252,624.24K,5.46%
7-Nov-20,0.7324,0.7747,0.7971,0.7001,1.51M,-5.54%
6-Nov-20,0.7753,0.7187,0.7852,0.7159,1.07M,7.88%
5-Nov-20,0.7187,0.6956,0.7276,0.6819,1.39M,3.31%
4-Nov-20,0.6956,0.7257,0.7263,0.6709,954.95K,-4.14%
3-Nov-20,0.7257,0.7051,0.7452,0.699,831.55K,2.92%
2-Nov-20,0.7051,0.7361,0.7491,0.6999,607.70K,-4.22%
1-Nov-20,0.7361,0.7388,0.7503,0.7268,360.94K,-0.37%
31-Oct-20,0.7388,0.7297,0.7573,0.7232,606.16K,1.26%
30-Oct-20,0.7297,0.7697,0.7784,0.7164,831.30K,-5.20%
29-Oct-20,0.7697,0.758,0.7802,0.749,495.02K,1.55%
28-Oct-20,0.758,0.8068,0.817,0.7454,1.28M,-6.06%
27-Oct-20,0.8068,0.842,0.8438,0.7971,795.48K,-4.19%
26-Oct-20,0.8421,0.8416,0.849,0.8121,698.26K,0.06%
25-Oct-20,0.8416,0.8624,0.8632,0.8355,883.47K,-2.41%
24-Oct-20,0.8624,0.8575,0.8707,0.8393,897.68K,0.59%
23-Oct-20,0.8574,0.8826,0.8987,0.8536,762.32K,-2.86%
22-Oct-20,0.8826,0.886,0.9193,0.8645,1.45M,-0.42%
21-Oct-20,0.8863,0.8797,0.9437,0.8775,2.49M,0.68%
20-Oct-20,0.8803,0.8296,0.9166,0.8252,2.94M,6.12%
19-Oct-20,0.8296,0.8179,0.8372,0.8043,687.71K,1.42%
18-Oct-20,0.8179,0.8112,0.8272,0.7875,669.91K,0.81%
17-Oct-20,0.8113,0.7999,0.8158,0.7818,390.95K,1.43%
16-Oct-20,0.7999,0.8033,0.8208,0.7582,1.04M,-0.43%
15-Oct-20,0.8033,0.7959,0.8279,0.7721,937.05K,0.93%
14-Oct-20,0.7959,0.8102,0.8187,0.7873,642.97K,-1.76%
13-Oct-20,0.8102,0.8204,0.8416,0.7999,521.94K,-1.28%
12-Oct-20,0.8207,0.8203,0.8469,0.7957,744.71K,0.05%
11-Oct-20,0.8203,0.8172,0.8346,0.7993,664.91K,0.39%
10-Oct-20,0.8172,0.8165,0.8413,0.7999,788.29K,0.09%
9-Oct-20,0.8165,0.7398,0.8295,0.7302,1.34M,10.36%
8-Oct-20,0.7398,0.716,0.766,0.706,1.04M,3.31%
7-Oct-20,0.7162,0.7229,0.7248,0.699,754.49K,-0.94%
6-Oct-20,0.7229,0.7639,0.7679,0.7093,827.35K,-5.36%
5-Oct-20,0.7639,0.7683,0.7733,0.7543,521.03K,-0.58%
4-Oct-20,0.7683,0.7693,0.7793,0.7577,396.41K,-0.24%
3-Oct-20,0.7701,0.7818,0.7935,0.7695,434.70K,-1.49%
2-Oct-20,0.7818,0.8103,0.8128,0.7184,1.89M,-3.46%
1-Oct-20,0.8098,0.8241,0.8511,0.7795,893.31K,-1.73%
30-Sep-20,0.8241,0.8112,0.8277,0.7906,737.04K,1.58%
29-Sep-20,0.8112,0.815,0.8365,0.7856,926.80K,-0.45%
28-Sep-20,0.8149,0.8254,0.9005,0.8121,1.44M,-1.27%
27-Sep-20,0.8254,0.8251,0.8555,0.7821,1.01M,0.04%
26-Sep-20,0.8251,0.767,0.8747,0.7647,1.57M,7.57%
25-Sep-20,0.767,0.7491,0.7743,0.7128,1.07M,2.39%
24-Sep-20,0.7491,0.6793,0.7533,0.6752,1.28M,10.28%
23-Sep-20,0.6793,0.7522,0.763,0.6637,1.17M,-9.69%
22-Sep-20,0.7522,0.7261,0.7621,0.7078,832.00K,3.59%
21-Sep-20,0.7261,0.7985,0.8216,0.6739,2.25M,-9.07%
20-Sep-20,0.7985,0.8403,0.8456,0.768,1.22M,-4.97%
19-Sep-20,0.8403,0.8356,0.8454,0.8158,561.26K,0.58%
18-Sep-20,0.8355,0.8571,0.8697,0.8131,791.37K,-2.52%
17-Sep-20,0.8571,0.8621,0.8799,0.8239,537.37K,-0.58%
16-Sep-20,0.8621,0.8638,0.865,0.8253,672.17K,-0.21%
15-Sep-20,0.8638,0.8878,0.9295,0.8613,1.09M,-2.70%
14-Sep-20,0.8878,0.8728,0.9251,0.8546,952.49K,1.72%
13-Sep-20,0.8728,0.9361,0.944,0.842,1.06M,-6.76%
12-Sep-20,0.9361,0.8869,0.9425,0.8814,1.27M,5.51%
11-Sep-20,0.8873,0.8676,0.8884,0.849,698.45K,2.26%
10-Sep-20,0.8676,0.8346,0.8975,0.8346,1.47M,3.96%
9-Sep-20,0.8346,0.8182,0.8499,0.7967,1.23M,2.00%
8-Sep-20,0.8182,0.8515,0.8602,0.7829,1.29M,-3.90%
7-Sep-20,0.8515,0.8394,0.8551,0.763,2.39M,1.44%
6-Sep-20,0.8394,0.8111,0.8639,0.7641,1.72M,3.49%
5-Sep-20,0.8111,0.8791,0.9552,0.7603,3.27M,-7.73%
4-Sep-20,0.8791,0.8161,0.9088,0.8142,3.05M,7.71%
3-Sep-20,0.8161,1.0571,1.0853,0.8008,3.79M,-22.79%
2-Sep-20,1.0571,1.12,1.1326,1.024,2.75M,-5.62%
1-Sep-20,1.12,1.1345,1.1502,1.1054,6.45M,-1.27%
31-Aug-20,1.1345,1.1677,1.1735,1.1259,5.79M,-2.85%
30-Aug-20,1.1677,1.1576,1.1882,1.1547,5.18M,0.88%
29-Aug-20,1.1576,1.1606,1.1714,1.1385,4.39M,-0.26%
28-Aug-20,1.1606,1.144,1.1906,1.14,4.13M,1.45%
27-Aug-20,1.144,1.2211,1.2768,1.1074,13.70M,-6.32%
26-Aug-20,1.2211,1.1918,1.2559,1.1543,7.82M,2.40%
25-Aug-20,1.1925,1.2916,1.3138,1.1519,7.79M,-7.67%
24-Aug-20,1.2916,1.3062,1.3456,1.2734,1.77M,-1.12%
23-Aug-20,1.3062,1.3833,1.443,1.3062,2.45M,-5.57%
22-Aug-20,1.3833,1.1893,1.4537,1.1171,3.93M,16.31%
21-Aug-20,1.1893,1.2387,1.3778,1.1855,2.89M,-3.99%
20-Aug-20,1.2387,1.1783,1.2505,1.163,1.47M,5.12%
19-Aug-20,1.1783,1.3064,1.307,1.1505,2.46M,-9.80%
18-Aug-20,1.3064,1.2357,1.4381,1.2319,4.10M,5.72%
17-Aug-20,1.2357,1.1628,1.2867,1.1529,2.70M,6.27%
16-Aug-20,1.1628,1.1122,1.1634,1.0938,762.17K,4.55%
15-Aug-20,1.1122,1.1494,1.1569,1.1071,991.72K,-3.24%
14-Aug-20,1.1494,1.1505,1.1945,1.1353,1.34M,-0.10%
13-Aug-20,1.1505,1.123,1.1985,1.0931,1.72M,2.45%
12-Aug-20,1.123,1.0938,1.1378,1.044,1.36M,2.67%
11-Aug-20,1.0938,1.1951,1.1955,1.0597,2.00M,-8.47%
10-Aug-20,1.195,1.057,1.1993,1.057,3.18M,13.06%
9-Aug-20,1.057,1.0423,1.0602,1.0267,1.03M,1.41%
8-Aug-20,1.0423,1.0224,1.0444,0.9937,1.05M,1.95%
7-Aug-20,1.0224,1.0351,1.0541,0.9947,1.08M,-1.22%
6-Aug-20,1.0351,1.0155,1.0621,0.9938,1.57M,1.92%
5-Aug-20,1.0155,0.9961,1.0225,0.9951,1.28M,1.95%
4-Aug-20,0.9961,1.0137,1.0567,0.9955,1.79M,-1.73%
3-Aug-20,1.0137,0.9766,1.048,0.9733,2.55M,3.80%
2-Aug-20,0.9766,0.9928,1.0089,0.8931,1.52M,-1.64%
1-Aug-20,0.9928,0.9332,1.0043,0.9277,1.75M,6.39%
31-Jul-20,0.9332,0.9335,0.9415,0.919,971.63K,-0.04%
30-Jul-20,0.9335,0.9388,0.9487,0.9303,846.41K,-0.57%
29-Jul-20,0.9388,0.9525,0.9788,0.9375,1.24M,-1.44%
28-Jul-20,0.9525,0.9236,0.9914,0.9135,1.77M,3.13%
27-Jul-20,0.9236,0.956,0.9626,0.898,2.49M,-3.39%
26-Jul-20,0.956,0.9878,0.9984,0.9401,1.80M,-3.22%
25-Jul-20,0.9878,0.9882,1.0082,0.9785,1.21M,-0.04%
24-Jul-20,0.9882,1.0153,1.0168,0.9867,978.61K,-2.67%
23-Jul-20,1.0153,1.0388,1.0852,1.0084,2.81M,-2.26%
22-Jul-20,1.0388,0.9988,1.0402,0.9958,1.30M,4.01%
21-Jul-20,0.9988,1.015,1.0182,0.992,1.37M,-1.60%
20-Jul-20,1.015,1.0179,1.045,1.0039,1.29M,-0.27%
19-Jul-20,1.0177,0.9886,1.0387,0.9849,1.63M,2.94%
18-Jul-20,0.9886,0.9882,0.9977,0.9825,498.18K,0.05%
17-Jul-20,0.9882,0.9819,1.0046,0.9661,854.75K,0.64%
16-Jul-20,0.9819,1.0421,1.0626,0.946,1.98M,-5.88%
15-Jul-20,1.0432,0.9981,1.0723,0.9816,2.29M,4.52%
14-Jul-20,0.9981,0.9908,1.0043,0.9555,1.15M,0.73%
13-Jul-20,0.9908,1.0446,1.0466,0.9759,1.52M,-5.15%
